subject_code,research_site_name,species_common_name,sex,age,housing_name,behavior_name,diet_name,measurement_name,measurement_value,measurement_date,measurement_user_date
Ye-Ch-174,Emory NPRC,Chimpanzee,Female,29,Inside,Social,Chow,Body Weight,118.5,2016-09-03T12:00:00.000Z,2023-03-26T22:40:31.519Z
Ye-Ch-91,Emory NPRC,Chimpanzee,Male,17.25,Inside,Social,Chow,Body Weight,111,1999-03-31T18:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-102,Emory NPRC,Chimpanzee,Female,24.75,Inside,Social,Chow,Body Weight,108,1993-11-24T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,31.75,Mixed,Social,Chow,Body Weight,106.5,2007-06-05T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,31.5,Mixed,Social,Chow,Body Weight,106.5,2007-03-08T06:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.25,Mixed,Social,Chow,Body Weight,105.5,2007-03-29T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,23,Mixed,Social,Chow,Body Weight,105,2005-12-12T06:00:00.000Z,2008-04-07T16:19:10.000Z
Ye-Ch-28,Emory NPRC,Chimpanzee,Female,31.25,Inside,Social,Chow,Body Weight,104.8,1997-02-04T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.5,Mixed,Social,Chow,Body Weight,104.5,2008-03-11T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32,Mixed,Social,Chow,Body Weight,103,2007-09-06T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.25,Mixed,Social,Chow,Body Weight,102,2007-06-01T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,31.5,Mixed,Social,Chow,Body Weight,102,2007-04-04T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.5,Mixed,Social,Chow,Body Weight,102,2008-05-01T05:00:00.000Z,2008-09-12T16:14:21.000Z
Ye-Ch-28,Emory NPRC,Chimpanzee,Female,31.25,Inside,Social,Chow,Body Weight,101.8,1996-12-16T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-13,Alamogordo Primate Facility,Chimpanzee,Male,23.25,Mixed,Social,Chow,Body Weight,101.6,1998-07-24T05:00:00.000Z,2008-10-03T17:28:21.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33,Inside,Social,Chow,Body Weight,101.5,1991-02-27T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20,Mixed,Social,Chow,Body Weight,101,2009-05-07T12:00:00.000Z,2021-03-25T12:05:49.319Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,22.75,Mixed,Social,Chow,Body Weight,101,2009-02-24T12:00:00.000Z,2021-03-11T22:01:38.140Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,23.5,Mixed,Social,Chow,Body Weight,101,2006-06-15T05:00:00.000Z,2008-04-07T16:19:10.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,18.75,Mixed,Social,Chow,Body Weight,100.7,2001-11-13T06:00:00.000Z,2008-10-03T17:28:39.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.25,Mixed,Social,Chow,Body Weight,100.5,2008-01-15T06:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.75,Mixed,Social,Chow,Body Weight,100.5,2008-06-30T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.75,Mixed,Social,Chow,Body Weight,100.5,2008-07-11T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,25.5,Mixed,Social,Chow,Body Weight,100.5,2008-06-11T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-96,Alamogordo Primate Facility,Chimpanzee,Female,9.5,Mixed,Social,Chow,Body Weight,100.2,1995-02-16T06:00:00.000Z,2011-08-29T22:43:01.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.25,Mixed,Social,Chow,Body Weight,100,2007-12-06T06:00:00.000Z,2008-09-12T16:14:21.000Z
Hv-Ch-5,Henry Vilas Zoo,Chimpanzee,Male,13.75,Mixed,Social,Chow,Body Weight,100,2003-09-10T12:00:00.000Z,2023-11-03T15:31:28.791Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,25.25,Mixed,Social,Chow,Body Weight,100,2008-04-22T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,20.5,Mixed,Social,Chow,Body Weight,100,2003-08-22T05:00:00.000Z,2008-04-07T16:19:10.000Z
Al-Ch-53,Alamogordo Primate Facility,Chimpanzee,Female,0,Mixed,Social,Chow,Body Weight,100,1985-11-07T12:00:00.000Z,2021-03-05T17:45:14.818Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.75,Mixed,Social,Chow,Body Weight,100,2008-07-29T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23,Mixed,Social,Chow,Body Weight,100,2009-05-21T12:00:00.000Z,2021-03-11T22:01:38.104Z
Hv-Ch-1,Henry Vilas Zoo,Chimpanzee,Male,21,Mixed,Social,Chow,Body Weight,100,2003-07-23T12:00:00.000Z,2023-11-03T15:31:29.241Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.25,Mixed,Social,Chow,Body Weight,100,2007-11-20T06:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.25,Mixed,Social,Chow,Body Weight,100,2009-08-27T12:00:00.000Z,2021-03-11T22:01:36.450Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,19.75,Mixed,Social,Chow,Body Weight,100,2009-01-27T12:00:00.000Z,2021-03-25T12:05:49.351Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23,Mixed,Social,Chow,Body Weight,100,2009-07-27T12:00:00.000Z,2021-03-11T22:01:36.490Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.5,Inside,Social,Chow,Body Weight,99.79,2015-07-01T12:00:00.000Z,2023-03-26T22:40:22.619Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33,Inside,Social,Chow,Body Weight,99.75,1991-03-13T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,32.75,Mixed,Social,Chow,Body Weight,99.5,2008-07-03T05:00:00.000Z,2008-09-12T16:14:21.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23,Mixed,Social,Chow,Body Weight,99.5,2009-06-18T12:00:00.000Z,2021-03-11T22:01:38.069Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,22.5,Mixed,Social,Chow,Body Weight,99.5,2008-11-19T12:00:00.000Z,2021-03-11T22:01:38.177Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,22.25,Mixed,Social,Chow,Body Weight,99.5,2008-10-23T12:00:00.000Z,2021-03-11T22:01:39.546Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20,Mixed,Social,Chow,Body Weight,99,2009-06-10T12:00:00.000Z,2021-03-25T12:05:49.289Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,19.25,Mixed,Social,Chow,Body Weight,99,2008-10-01T12:00:00.000Z,2021-03-25T12:05:50.686Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,22,Mixed,Social,Chow,Body Weight,99,2008-06-04T05:00:00.000Z,2008-09-12T16:14:25.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.5,Mixed,Social,Chow,Body Weight,99,2010-01-26T12:00:00.000Z,2021-03-11T22:01:36.299Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33,Inside,Social,Chow,Body Weight,98.5,1991-02-20T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.25,Mixed,Social,Chow,Body Weight,98.5,2009-10-30T12:00:00.000Z,2021-03-11T22:01:36.415Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.5,Inside,Social,Chow,Body Weight,98.429,2015-08-09T12:00:00.000Z,2023-03-26T22:40:22.533Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,19,Mixed,Social,Chow,Body Weight,98,2008-06-30T05:00:00.000Z,2008-09-12T16:14:26.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,21.75,Mixed,Social,Chow,Body Weight,98,2008-02-13T06:00:00.000Z,2008-09-12T16:14:25.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.5,Mixed,Social,Chow,Body Weight,98,2009-12-17T12:00:00.000Z,2021-03-11T22:01:36.338Z
Tx-Ch-52,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,14.75,Outside,Social,Other,Body Weight,98,1997-08-26T05:00:00.000Z,2008-10-02T19:36:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,21.25,Mixed,Social,Chow,Body Weight,98,2007-08-29T05:00:00.000Z,2008-09-12T16:14:25.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,22.25,Mixed,Social,Chow,Body Weight,98,2008-08-14T05:00:00.000Z,2008-09-12T16:14:25.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33,Inside,Social,Chow,Body Weight,98,1991-03-27T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,19.25,Mixed,Social,Chow,Body Weight,98,2008-07-31T12:00:00.000Z,2021-03-25T12:05:50.729Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33,Inside,Social,Chow,Body Weight,97.5,1991-04-23T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,21,Mixed,Social,Chow,Body Weight,97.5,2007-05-30T05:00:00.000Z,2008-09-12T16:14:25.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.25,Inside,Social,Chow,Body Weight,97.4,2015-06-10T12:00:00.000Z,2023-03-26T22:40:22.666Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.5,Inside,Social,Chow,Body Weight,97.069,2015-07-26T12:00:00.000Z,2023-03-26T22:40:22.577Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,25.25,Mixed,Social,Chow,Body Weight,97,2008-03-10T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-12,Alamogordo Primate Facility,Chimpanzee,Male,30.75,Mixed,Social,Chow,Body Weight,97,2006-07-12T05:00:00.000Z,2008-04-07T16:19:08.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.75,Mixed,Social,Chow,Body Weight,97,2010-02-22T12:00:00.000Z,2021-03-11T22:01:36.262Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,21.25,Mixed,Social,Chow,Body Weight,97,2007-10-03T05:00:00.000Z,2008-09-12T16:14:25.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24.5,Mixed,Social,Chow,Body Weight,96.5,2011-01-25T12:00:00.000Z,2021-03-11T22:01:35.952Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,23.5,Mixed,Social,Chow,Body Weight,96.5,2009-11-20T12:00:00.000Z,2021-03-11T22:01:36.377Z
Tx-Ch-46,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,18,Outside,Social,Other,Body Weight,96,1996-05-15T05:00:00.000Z,2008-10-01T21:30:44.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,32.5,Inside,Social,Chow,Body Weight,96,1990-08-30T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,32.75,Inside,Social,Chow,Body Weight,95.7,1990-11-27T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24.5,Mixed,Social,Chow,Body Weight,95.5,2010-12-22T12:00:00.000Z,2021-03-11T22:01:35.990Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,32.5,Inside,Social,Chow,Body Weight,95.5,1990-10-17T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.5,Mixed,Social,Chow,Body Weight,95.5,2007-08-28T05:00:00.000Z,2008-09-12T16:14:23.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,32.25,Inside,Social,Chow,Body Weight,95.25,1990-07-26T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,35.25,Inside,Social,Chow,Body Weight,95.028,2023-05-24T12:00:00.000Z,2023-07-08T00:47:51.136Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,35.5,Inside,Social,Chow,Body Weight,95.028,2023-06-18T12:00:00.000Z,2023-07-08T00:47:51.078Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.75,Mixed,Social,Chow,Body Weight,95,2007-10-09T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,18.75,Mixed,Social,Chow,Body Weight,95,2008-04-02T05:00:00.000Z,2008-09-12T16:14:26.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33.5,Inside,Social,Chow,Body Weight,95,1991-10-15T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.75,Mixed,Social,Chow,Body Weight,95,2007-11-29T06:00:00.000Z,2008-09-12T16:14:23.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33.5,Inside,Social,Chow,Body Weight,95,1991-09-23T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-65,Emory NPRC,Chimpanzee,Male,20.25,Inside,Social,Chow,Body Weight,95,1999-05-18T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,21,Mixed,Social,Chow,Body Weight,94.5,2004-03-05T06:00:00.000Z,2008-04-07T16:19:10.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24,Mixed,Social,Chow,Body Weight,94.5,2010-06-30T12:00:00.000Z,2021-03-11T22:01:36.180Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33.25,Inside,Social,Chow,Body Weight,94.5,1991-07-27T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,24.75,Mixed,Social,Chow,Body Weight,94.5,2007-10-25T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-29,Alamogordo Primate Facility,Chimpanzee,Female,24.5,Mixed,Social,Chow,Body Weight,94.5,2007-03-29T05:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20.25,Mixed,Social,Chow,Body Weight,94.5,2009-07-30T12:00:00.000Z,2021-03-25T12:05:49.255Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,18.75,Mixed,Social,Chow,Body Weight,94,2008-01-24T06:00:00.000Z,2008-09-12T16:14:26.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,32.25,Inside,Social,Chow,Body Weight,94,1990-06-18T17:00:00.000Z,1999-06-01T05:00:00.000Z
Tx-Ch-27,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,26,Outside,Social,Other,Body Weight,94,1992-02-13T06:00:00.000Z,2008-09-23T20:19:13.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,35.5,Inside,Social,Chow,Body Weight,94,1993-09-20T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,34.5,Inside,Social,Chow,Body Weight,93.5,1992-08-20T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33.75,Inside,Social,Chow,Body Weight,93.5,1992-01-15T18:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,33.25,Inside,Social,Chow,Body Weight,93.5,1991-06-19T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24.25,Mixed,Social,Chow,Body Weight,93.5,2010-10-27T12:00:00.000Z,2021-03-11T22:01:36.026Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,35.25,Inside,Social,Chow,Body Weight,93.5,1993-06-29T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-55,Emory NPRC,Chimpanzee,Male,20.25,Inside,Social,Chow,Body Weight,93,1997-07-16T17:00:00.000Z,1999-06-01T05:00:00.000Z
Tx-Ch-52,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,13,Outside,Social,Other,Body Weight,93,1995-11-22T06:00:00.000Z,2008-10-02T19:36:00.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20.25,Mixed,Social,Chow,Body Weight,93,2009-08-25T12:00:00.000Z,2021-03-25T12:05:49.219Z
Tx-Ch-40,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,21.25,Outside,Social,Other,Body Weight,93,1996-04-18T05:00:00.000Z,2008-09-30T18:37:20.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.75,Inside,Social,Chow,Body Weight,92.986,2015-09-23T12:00:00.000Z,2023-03-26T22:40:22.446Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24,Mixed,Social,Chow,Body Weight,92.5,2010-05-24T12:00:00.000Z,2021-03-11T22:01:36.217Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,21.75,Mixed,Social,Chow,Body Weight,92.5,2004-11-17T06:00:00.000Z,2008-04-07T16:19:10.000Z
Ye-Ch-85,Emory NPRC,Chimpanzee,Male,18.25,Inside,Social,Chow,Body Weight,92.45,1999-05-27T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.5,Inside,Social,Chow,Body Weight,92.079,2015-08-27T12:00:00.000Z,2023-03-26T22:40:22.488Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24.25,Mixed,Social,Chow,Body Weight,92,2010-09-30T12:00:00.000Z,2021-03-11T22:01:36.064Z
Tx-Ch-65,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,11.25,Outside,Social,Other,Body Weight,92,1996-05-08T05:00:00.000Z,2009-01-21T21:28:25.000Z
Tx-Ch-65,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,11.25,Outside,Social,Other,Body Weight,92,1996-02-28T06:00:00.000Z,2009-01-21T21:28:25.000Z
Tx-Ch-27,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,25.25,Outside,Social,Other,Body Weight,92,1991-04-11T05:00:00.000Z,2008-09-22T21:09:35.000Z
Tx-Ch-93,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Male,34,Outside,Social,Other,Body Weight,92,1994-01-25T06:00:00.000Z,2008-09-17T20:22:54.000Z
Al-Ch-92,Alamogordo Primate Facility,Chimpanzee,Female,23.75,Mixed,Social,Chow,Body Weight,92,2007-03-29T05:00:00.000Z,2008-09-12T16:14:27.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.75,Inside,Social,Chow,Body Weight,91.85,2015-10-17T12:00:00.000Z,2023-03-26T22:40:22.407Z
Ye-Ch-74,Emory NPRC,Chimpanzee,Male,10.25,Inside,Social,Chow,Body Weight,91.8,1990-01-18T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-92,Alamogordo Primate Facility,Chimpanzee,Female,24,Mixed,Social,Chow,Body Weight,91.5,2007-06-12T05:00:00.000Z,2008-09-12T16:14:27.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24.25,Mixed,Social,Chow,Body Weight,91.5,2010-08-25T12:00:00.000Z,2021-03-11T22:01:36.102Z
Al-Ch-92,Alamogordo Primate Facility,Chimpanzee,Female,24.75,Mixed,Social,Chow,Body Weight,91.5,2008-03-26T05:00:00.000Z,2008-09-12T16:14:27.000Z
Al-Ch-88,Alamogordo Primate Facility,Chimpanzee,Female,13,Mixed,Social,Chow,Body Weight,91.5,2006-08-02T05:00:00.000Z,2008-04-07T16:19:16.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,35,Inside,Social,Chow,Body Weight,91.489,2023-02-17T12:00:00.000Z,2023-03-26T22:40:17.978Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,35,Inside,Social,Chow,Body Weight,91.489,2023-02-16T12:00:00.000Z,2023-03-26T22:40:18.021Z
Ye-Ch-102,Emory NPRC,Chimpanzee,Female,23,Inside,Social,Chow,Body Weight,91.1,1992-02-07T18:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,24,Mixed,Social,Chow,Body Weight,91,2010-07-26T12:00:00.000Z,2021-03-11T22:01:36.139Z
Ye-Ch-85,Emory NPRC,Chimpanzee,Male,18,Inside,Social,Chow,Body Weight,91,1999-04-14T17:00:00.000Z,1999-06-01T05:00:00.000Z
Ye-Ch-102,Emory NPRC,Chimpanzee,Female,22.25,Inside,Social,Chow,Body Weight,91,1991-05-29T17:00:00.000Z,1999-06-01T05:00:00.000Z
Tx-Ch-93,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Male,32,Outside,Social,Other,Body Weight,91,1992-01-23T06:00:00.000Z,2008-09-17T20:22:54.000Z
Al-Ch-29,Alamogordo Primate Facility,Chimpanzee,Female,25.25,Mixed,Social,Chow,Body Weight,91,2007-12-12T06:00:00.000Z,2008-09-12T16:14:23.000Z
Al-Ch-29,Alamogordo Primate Facility,Chimpanzee,Female,24.75,Mixed,Social,Chow,Body Weight,91,2007-06-12T05:00:00.000Z,2008-09-12T16:14:23.000Z
Ye-Ch-74,Emory NPRC,Chimpanzee,Male,10,Inside,Social,Chow,Body Weight,91,1989-11-15T18:00:00.000Z,1999-06-01T05:00:00.000Z
Tx-Ch-27,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,27,Outside,Social,Other,Body Weight,91,1993-03-18T06:00:00.000Z,2008-09-23T20:19:13.000Z
Tx-Ch-44,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,24.25,Outside,Social,Other,Body Weight,91,2002-05-01T05:00:00.000Z,2008-09-30T18:52:09.000Z
Tx-Ch-27,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,25.5,Outside,Social,Other,Body Weight,91,1991-08-27T05:00:00.000Z,2008-09-22T21:09:35.000Z
Al-Ch-16,Alamogordo Primate Facility,Chimpanzee,Male,20.5,Mixed,Social,Chow,Body Weight,90.72,1998-07-10T05:00:00.000Z,2008-10-03T17:28:23.000Z
Al-Ch-16,Alamogordo Primate Facility,Chimpanzee,Male,20.25,Mixed,Social,Chow,Body Weight,90.72,1998-03-31T06:00:00.000Z,2008-10-03T17:28:23.000Z
Al-Ch-29,Alamogordo Primate Facility,Chimpanzee,Female,24,Mixed,Social,Chow,Body Weight,90.5,2006-08-23T05:00:00.000Z,2008-04-07T16:19:09.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,34,Inside,Social,Chow,Body Weight,90.5,1992-04-06T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-32,Alamogordo Primate Facility,Chimpanzee,Male,20,Mixed,Social,Chow,Body Weight,90.5,2003-02-06T06:00:00.000Z,2008-04-07T16:19:10.000Z
Al-Ch-16,Alamogordo Primate Facility,Chimpanzee,Male,30.5,Mixed,Social,Chow,Body Weight,90.5,2008-06-10T05:00:00.000Z,2008-09-12T16:14:22.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20.25,Mixed,Social,Chow,Body Weight,90.5,2009-10-05T12:00:00.000Z,2021-03-25T12:05:49.182Z
Al-Ch-29,Alamogordo Primate Facility,Chimpanzee,Female,25.5,Mixed,Social,Chow,Body Weight,90.5,2008-03-26T05:00:00.000Z,2008-09-12T16:14:23.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,31.5,Inside,Social,Chow,Body Weight,90.492,2019-06-18T12:00:00.000Z,2023-03-26T22:40:20.135Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.75,Inside,Social,Chow,Body Weight,90.265,2015-11-30T12:00:00.000Z,2023-03-26T22:40:22.328Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.75,Inside,Social,Chow,Body Weight,90.265,2015-11-29T12:00:00.000Z,2023-03-26T22:40:22.367Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,31.75,Inside,Social,Chow,Body Weight,90.04,2019-11-30T12:00:00.000Z,2023-03-26T22:40:19.910Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,27.75,Inside,Social,Chow,Body Weight,90.038,2015-12-12T12:00:00.000Z,2023-03-26T22:40:22.286Z
Tx-Ch-40,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,20.25,Outside,Social,Other,Body Weight,90,1995-06-13T05:00:00.000Z,2008-09-30T18:37:20.000Z
Tx-Ch-48,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,15.25,Outside,Social,Other,Body Weight,90,1995-05-10T05:00:00.000Z,2008-09-18T18:59:28.000Z
Tx-Ch-40,University of Texas M.D. Anderson Cancer Center,Chimpanzee,Female,22,Outside,Social,Other,Body Weight,90,1997-03-13T06:00:00.000Z,2008-09-30T18:37:20.000Z
Al-Ch-46,Alamogordo Primate Facility,Chimpanzee,Male,28.25,Mixed,Social,Chow,Body Weight,90,2007-09-13T05:00:00.000Z,2008-09-12T16:14:24.000Z
Al-Ch-61,Alamogordo Primate Facility,Chimpanzee,Female,20.25,Mixed,Social,Chow,Body Weight,90,2006-10-04T05:00:00.000Z,2008-04-07T16:19:13.000Z
Ye-Ch-20,Emory NPRC,Chimpanzee,Female,31.5,Inside,Social,Chow,Body Weight,90,1989-10-26T17:00:00.000Z,1999-06-01T05:00:00.000Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,18.5,Mixed,Social,Chow,Body Weight,90,2007-10-25T05:00:00.000Z,2008-09-12T16:14:26.000Z
Ye-Ch-179,Emory NPRC,Chimpanzee,Female,32,Inside,Social,Chow,Body Weight,89.58,2019-12-29T12:00:00.000Z,2023-03-26T22:40:19.869Z
Al-Ch-78,Alamogordo Primate Facility,Chimpanzee,Female,20.5,Mixed,Social,Chow,Body Weight,89.5,2009-10-22T12:00:00.000Z,2021-03-25T12:05:47.669Z
