subject_code,research_site_name,species_common_name,sex,age,housing_name,behavior_name,diet_name,measurement_name,measurement_value,measurement_date,measurement_user_date
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,10,Mixed,Social,Chow,Body Weight,5.61,2013-10-30T12:00:00.000Z,2022-07-29T23:16:02.613Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,36.5,Mixed,Social,Chow,Body Weight,5.6,2017-04-30T12:00:00.000Z,2022-07-29T23:16:10.237Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,36.25,Mixed,Social,Chow,Body Weight,5.6,2017-03-28T12:00:00.000Z,2022-07-29T23:16:10.314Z
Hd-Lg-7,Henry Doorly Zoo,Lar gibbon,Male,6,Mixed,Social,Chow,Body Weight,5.54,1992-06-12T12:00:00.000Z,2022-07-29T23:16:14.207Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,5.5,Mixed,Social,Chow,Body Weight,5.52,1986-06-13T12:00:00.000Z,2022-07-29T23:16:11.789Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,20.5,Mixed,Social,Chow,Body Weight,5.5,2001-05-21T12:00:00.000Z,2022-07-29T23:16:11.068Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,5.75,Mixed,Social,Chow,Body Weight,5.443,2009-07-17T12:00:00.000Z,2022-07-29T23:16:02.791Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,28.75,Mixed,Social,Chow,Body Weight,5.4,2009-08-02T12:00:00.000Z,2022-07-29T23:16:10.544Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,4.75,Mixed,Social,Chow,Body Weight,5.22,2008-09-15T12:00:00.000Z,2022-07-29T23:16:02.904Z
Hv-Lg-2,Henry Vilas Zoo,Lar gibbon,Male,4.25,Mixed,Social,Chow,Body Weight,5.2,1991-04-15T12:00:00.000Z,2023-11-03T15:32:08.033Z
Hd-Lg-5,Henry Doorly Zoo,Lar gibbon,Female,4.5,Mixed,Social,Chow,Body Weight,5.1,1983-10-13T12:00:00.000Z,2022-07-29T23:16:09.480Z
Hd-Lg-5,Henry Doorly Zoo,Lar gibbon,Female,5.25,Mixed,Social,Chow,Body Weight,5.04,1984-06-28T12:00:00.000Z,2022-07-29T23:16:09.428Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,2.75,Mixed,Social,Chow,Body Weight,4.92,2006-07-20T12:00:00.000Z,2022-07-29T23:16:03.237Z
Hd-Lg-13,Henry Doorly Zoo,Lar gibbon,Female,3,Mixed,Social,Chow,Body Weight,4.86,2002-08-08T12:00:00.000Z,2022-07-29T23:16:19.352Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,4.25,Mixed,Social,Chow,Body Weight,4.84,1985-03-21T12:00:00.000Z,2022-07-29T23:16:11.865Z
Hd-Lg-4,Henry Doorly Zoo,Lar gibbon,Male,7.75,Mixed,Social,Chow,Body Weight,4.82,1983-10-13T12:00:00.000Z,2022-07-29T23:16:08.706Z
Hd-Lg-7,Henry Doorly Zoo,Lar gibbon,Male,4.5,Mixed,Social,Chow,Body Weight,4.6,1990-12-18T12:00:00.000Z,2022-07-29T23:16:14.262Z
Hv-Lg-2,Henry Vilas Zoo,Lar gibbon,Male,3.5,Mixed,Social,Chow,Body Weight,4.6,1990-08-08T12:00:00.000Z,2023-11-03T15:32:08.096Z
Hd-Lg-7,Henry Doorly Zoo,Lar gibbon,Male,3.25,Mixed,Social,Chow,Body Weight,4.2,1989-10-12T12:00:00.000Z,2022-07-29T23:16:14.315Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,3.5,Mixed,Social,Chow,Body Weight,4.2,2007-06-05T12:00:00.000Z,2022-07-29T23:16:02.989Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,9.25,Mixed,Social,Chow,Body Weight,4.124,1990-01-19T12:00:00.000Z,2022-07-29T23:16:11.457Z
Hd-Lg-6,Henry Doorly Zoo,Lar gibbon,Female,9,Mixed,Social,Chow,Body Weight,4.124,1989-11-10T12:00:00.000Z,2022-07-29T23:16:11.572Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,3.5,Mixed,Social,Chow,Body Weight,4.08,2007-05-15T12:00:00.000Z,2022-07-29T23:16:03.075Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,2.25,Mixed,Social,Chow,Body Weight,3.68,2006-01-23T12:00:00.000Z,2022-07-29T23:16:03.291Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,3,Mixed,Social,Chow,Body Weight,3.6,1997-04-07T12:00:00.000Z,2022-07-29T23:16:15.549Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,2.75,Mixed,Social,Chow,Body Weight,3.58,2006-09-12T12:00:00.000Z,2022-07-29T23:16:03.180Z
Hd-Lg-10,Henry Doorly Zoo,Lar gibbon,Female,2.5,Mixed,Social,Chow,Body Weight,2.86,1994-06-13T12:00:00.000Z,2022-07-29T23:16:14.791Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.5,Mixed,Social,Chow,Body Weight,2.68,2005-05-02T12:00:00.000Z,2022-07-29T23:16:03.347Z
Hd-Lg-10,Henry Doorly Zoo,Lar gibbon,Female,2,Mixed,Social,Chow,Body Weight,2.6,1993-12-28T12:00:00.000Z,2022-07-29T23:16:14.897Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.58,2005-04-03T12:00:00.000Z,2022-07-29T23:16:03.406Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.54,2005-03-08T12:00:00.000Z,2022-07-29T23:16:03.460Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.48,2005-02-26T12:00:00.000Z,2022-07-29T23:16:03.511Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.269,2005-02-07T12:00:00.000Z,2022-07-29T23:16:03.625Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.269,2005-02-03T12:00:00.000Z,2022-07-29T23:16:03.687Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.246,2005-01-31T12:00:00.000Z,2022-07-29T23:16:03.746Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.201,2005-01-26T12:00:00.000Z,2022-07-29T23:16:03.800Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.2,2005-02-18T12:00:00.000Z,2022-07-29T23:16:03.566Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.178,2005-01-22T12:00:00.000Z,2022-07-29T23:16:03.875Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,2.155,2004-12-19T12:00:00.000Z,2022-07-29T23:16:04.093Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.155,2005-01-11T12:00:00.000Z,2022-07-29T23:16:03.930Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,2.11,2004-12-15T12:00:00.000Z,2022-07-29T23:16:04.156Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,2.087,2004-11-04T12:00:00.000Z,2022-07-29T23:16:04.210Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1.25,Mixed,Social,Chow,Body Weight,2.042,2005-01-06T12:00:00.000Z,2022-07-29T23:16:03.985Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,2.019,2004-12-26T12:00:00.000Z,2022-07-29T23:16:04.036Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,2.019,2004-11-01T12:00:00.000Z,2022-07-29T23:16:04.316Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.951,2004-09-30T12:00:00.000Z,2022-07-29T23:16:04.528Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.928,2004-10-04T12:00:00.000Z,2022-07-29T23:16:04.477Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,1.928,2004-11-03T12:00:00.000Z,2022-07-29T23:16:04.264Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,1.883,2004-10-18T12:00:00.000Z,2022-07-29T23:16:04.372Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,1,Mixed,Social,Chow,Body Weight,1.815,2004-10-11T12:00:00.000Z,2022-07-29T23:16:04.423Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.815,2004-09-23T12:00:00.000Z,2022-07-29T23:16:04.581Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.79,1995-01-29T12:00:00.000Z,2022-07-29T23:16:15.602Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.724,2004-09-16T12:00:00.000Z,2022-07-29T23:16:04.693Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.724,2004-08-12T12:00:00.000Z,2022-07-29T23:16:05.029Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.724,2004-09-19T12:00:00.000Z,2022-07-29T23:16:04.639Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.656,2004-08-01T12:00:00.000Z,2022-07-29T23:16:05.085Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.656,2004-08-26T12:00:00.000Z,2022-07-29T23:16:04.807Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.633,2004-08-22T12:00:00.000Z,2022-07-29T23:16:04.893Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.6,2004-03-12T12:00:00.000Z,2022-07-29T23:16:06.851Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.588,2004-08-15T12:00:00.000Z,2022-07-29T23:16:04.956Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.588,2004-09-09T12:00:00.000Z,2022-07-29T23:16:04.747Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.543,2004-07-08T12:00:00.000Z,2022-07-29T23:16:05.457Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.497,2004-07-23T12:00:00.000Z,2022-07-29T23:16:05.142Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.475,2004-07-11T12:00:00.000Z,2022-07-29T23:16:05.379Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.467,1994-11-22T12:00:00.000Z,2022-07-29T23:16:15.707Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.46,1994-11-28T12:00:00.000Z,2022-07-29T23:16:15.656Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.453,1994-11-03T12:00:00.000Z,2022-07-29T23:16:15.812Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.452,2004-07-13T12:00:00.000Z,2022-07-29T23:16:05.301Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.452,2004-07-18T12:00:00.000Z,2022-07-29T23:16:05.208Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.432,1994-11-11T12:00:00.000Z,2022-07-29T23:16:15.759Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.429,2004-06-14T12:00:00.000Z,2022-07-29T23:16:05.785Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.407,2004-07-02T12:00:00.000Z,2022-07-29T23:16:05.620Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.75,Mixed,Social,Chow,Body Weight,1.361,2004-07-05T12:00:00.000Z,2022-07-29T23:16:05.554Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.361,2004-06-20T12:00:00.000Z,2022-07-29T23:16:05.731Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.361,2004-06-24T12:00:00.000Z,2022-07-29T23:16:05.673Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.338,2004-06-05T12:00:00.000Z,2022-07-29T23:16:05.921Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.318,1994-10-24T12:00:00.000Z,2022-07-29T23:16:15.879Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.293,2004-06-10T12:00:00.000Z,2022-07-29T23:16:05.857Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.293,2004-05-15T12:00:00.000Z,2022-07-29T23:16:06.197Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.293,2004-05-24T12:00:00.000Z,2022-07-29T23:16:06.081Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.293,2004-05-20T12:00:00.000Z,2022-07-29T23:16:06.138Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.29,1994-10-14T12:00:00.000Z,2022-07-29T23:16:15.929Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.276,1994-10-04T12:00:00.000Z,2022-07-29T23:16:15.985Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.27,2004-05-28T12:00:00.000Z,2022-07-29T23:16:06.026Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.27,2004-05-11T12:00:00.000Z,2022-07-29T23:16:06.250Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.27,2004-06-02T12:00:00.000Z,2022-07-29T23:16:05.973Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.248,2004-05-07T12:00:00.000Z,2022-07-29T23:16:06.303Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.248,2004-05-03T12:00:00.000Z,2022-07-29T23:16:06.358Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.212,1994-09-24T12:00:00.000Z,2022-07-29T23:16:16.036Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.202,2004-04-05T12:00:00.000Z,2022-07-29T23:16:06.620Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.202,2004-04-21T12:00:00.000Z,2022-07-29T23:16:06.464Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.202,2004-04-27T12:00:00.000Z,2022-07-29T23:16:06.413Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.169,1994-09-15T12:00:00.000Z,2022-07-29T23:16:16.092Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.134,2004-03-31T12:00:00.000Z,2022-07-29T23:16:06.675Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.134,2004-04-15T12:00:00.000Z,2022-07-29T23:16:06.516Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.134,2004-04-10T12:00:00.000Z,2022-07-29T23:16:06.567Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.5,Mixed,Social,Chow,Body Weight,1.113,1994-09-04T12:00:00.000Z,2022-07-29T23:16:16.147Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.112,2004-03-25T12:00:00.000Z,2022-07-29T23:16:06.726Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.1,2004-02-24T12:00:00.000Z,2022-07-29T23:16:07.019Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.089,2004-03-18T12:00:00.000Z,2022-07-29T23:16:06.777Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.044,2004-02-29T12:00:00.000Z,2022-07-29T23:16:06.966Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.044,2004-03-07T12:00:00.000Z,2022-07-29T23:16:06.916Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1.042,1994-08-24T12:00:00.000Z,2022-07-29T23:16:16.204Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,1,2004-02-06T12:00:00.000Z,2022-07-29T23:16:07.200Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.9982,2004-02-19T12:00:00.000Z,2022-07-29T23:16:07.084Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.9852,1994-08-14T12:00:00.000Z,2022-07-29T23:16:16.258Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.96,2004-01-27T12:00:00.000Z,2022-07-29T23:16:07.308Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.96,2004-02-12T12:00:00.000Z,2022-07-29T23:16:07.141Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.96,2004-02-01T12:00:00.000Z,2022-07-29T23:16:07.253Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.92,2004-01-22T12:00:00.000Z,2022-07-29T23:16:07.365Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.9001,1994-08-04T12:00:00.000Z,2022-07-29T23:16:16.314Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.8848,2004-01-16T12:00:00.000Z,2022-07-29T23:16:07.424Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.88,2004-01-11T12:00:00.000Z,2022-07-29T23:16:07.481Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.88,2004-01-06T12:00:00.000Z,2022-07-29T23:16:07.539Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.86,2003-12-26T12:00:00.000Z,2022-07-29T23:16:07.707Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.86,2004-01-01T12:00:00.000Z,2022-07-29T23:16:07.606Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.8505,1994-07-25T12:00:00.000Z,2022-07-29T23:16:16.371Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.808,1994-07-15T12:00:00.000Z,2022-07-29T23:16:16.422Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.78,2003-12-20T12:00:00.000Z,2022-07-29T23:16:07.795Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.7513,1994-07-05T12:00:00.000Z,2022-07-29T23:16:16.473Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.745,2003-12-15T12:00:00.000Z,2022-07-29T23:16:07.910Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.7394,1994-06-30T12:00:00.000Z,2022-07-29T23:16:16.527Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.7087,1994-06-28T12:00:00.000Z,2022-07-29T23:16:16.602Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.708,2003-12-09T12:00:00.000Z,2022-07-29T23:16:07.990Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.695,2003-12-04T12:00:00.000Z,2022-07-29T23:16:08.065Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.6875,1994-06-24T12:00:00.000Z,2022-07-29T23:16:16.658Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.6591,1994-06-20T12:00:00.000Z,2022-07-29T23:16:16.711Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.64,2003-11-28T12:00:00.000Z,2022-07-29T23:16:08.125Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.6308,1994-06-17T12:00:00.000Z,2022-07-29T23:16:16.760Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.6024,1994-06-14T12:00:00.000Z,2022-07-29T23:16:16.896Z
Hd-Lg-12,Henry Doorly Zoo,Lar gibbon,Male,0.25,Mixed,Social,Chow,Body Weight,0.5953,1994-06-16T12:00:00.000Z,2022-07-29T23:16:16.814Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.585,2003-11-21T12:00:00.000Z,2022-07-29T23:16:08.185Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.557,2003-11-10T12:00:00.000Z,2022-07-29T23:16:08.416Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.548,2003-11-18T12:00:00.000Z,2022-07-29T23:16:08.242Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.513,2003-11-15T12:00:00.000Z,2022-07-29T23:16:08.299Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.48,2003-11-12T12:00:00.000Z,2022-07-29T23:16:08.356Z
Hd-Lg-1,Henry Doorly Zoo,Lar gibbon,Male,0,Mixed,Social,Chow,Body Weight,0.44,2003-11-09T12:00:00.000Z,2022-07-29T23:16:08.475Z
